Order_ID,Customer_ID,Product_ID,Quantity,Order_Date,Order_Time,Delivery_Date,Delivery_Time,Location,Occasion_x,Name,City,Contact_Number,Email,Gender,Address,Product_Name,Category,UnitPrice,Occasion_y,Description,TotalAmount,Year,Month,Month_Name,Day,Weekday_Name
233,C098,64,4,2023-08-26,22:15:19,30-08-2023,04:07:39,Nizamabad,Raksha Bandhan,Navya Golla,Cuttack,914461213936,tellamadhup@bhatt-bhasin.info,Male,"910
Rastogi Circle, Tiruppur 102771",Nostrum Box,Soft Toys,1878,Raksha Bandhan,Illo laboriosam at delectus.,7512,2023,8,August,2023-08-26,Saturday
234,C097,42,1,2023-03-24,21:18:12,01-04-2023,00:36:53,Khandwa,All Occasions,Nakul Randhawa,Sri Ganganagar,456900126,tlall@ramanathan.info,Female,"376
Tiwari Zila, Munger-178543",Expedita Gift,Sweets,1744,All Occasions,Necessitatibus cum dolores alias sed.,1744,2023,3,March,2023-03-24,Friday
235,C071,56,2,2023-02-26,14:26:46,03-03-2023,23:26:23,Bhilai,Anniversary,Purab Sheth,Tiruppur,8410472405,suhana89@yahoo.com,Male,"H.No. 12
Dua Zila, Thrissur 303124",Quia Gift,Raksha Bandhan,1272,Anniversary,Veniam expedita odit esse.,2544,2023,2,February,2023-02-26,Sunday
236,C044,23,5,2023-09-03,06:33:52,11-09-2023,02:10:18,Panvel,Anniversary,Seher Mann,Agra,9843970658,vardaniyakaran@krishnamurthy.com,Male,"H.No. 146, Ram Chowk
Meerut-776118",Dignissimos Pack,Sweets,1098,Anniversary,Sunt laborum incidunt ad asperiores itaque minus placeat.,5490,2023,9,September,2023-09-03,Sunday
237,C024,55,1,2023-08-26,09:23:53,30-08-2023,08:19:20,Sasaram,Raksha Bandhan,Jhanvi Chowdhury,Kavali,910316756360,magarvardaniya@biswas.com,Female,"827, Shere Nagar, Mangalore 084058",Dolores Gift,Soft Toys,1904,Raksha Bandhan,Nobis sed corrupti cupiditate fugiat unde.,1904,2023,8,August,2023-08-26,Saturday
238,C083,26,4,2023-03-05,07:56:43,11-03-2023,20:18:17,Jammu,Holi,Aaryahi Sodhi,Raurkela Industrial Township,912690208110,devanromil@hotmail.com,Male,"H.No. 256
Sami Street, Lucknow-283322",Aliquam Box,Colors,289,Holi,Sunt repellendus quidem laborum provident voluptas ut nisi.,1156,2023,3,March,2023-03-05,Sunday
239,C088,27,3,2023-08-29,08:33:45,06-09-2023,13:23:08,Gurgaon,Raksha Bandhan,Shalv Kulkarni,Khora,919113488461,uthkarsh12@yahoo.com,Female,"H.No. 82, Kala Road, Moradabad-953360",Architecto Gift,Cake,548,Raksha Bandhan,Odio quisquam inventore esse sed recusandae autem.,1644,2023,8,August,2023-08-29,Tuesday
240,C074,5,5,2023-03-25,06:03:38,30-03-2023,15:43:28,Darbhanga,All Occasions,Vanya Apte,Sultan Pur Majra,919182523205,gdoshi@gmail.com,Female,"509, Shah Road, Medininagar 212721",Natus Gift,Colors,1444,All Occasions,Quis occaecati reprehenderit facere tenetur illum exercitationem.,7220,2023,3,March,2023-03-25,Saturday
241,C067,20,2,2023-09-05,09:52:16,07-09-2023,08:58:21,Indore,Anniversary,Eva Sankaran,Anand,407409251,zdhar@gmail.com,Male,"538
Doctor Street, Machilipatnam 092427",Reiciendis Box,Colors,697,Anniversary,Molestias earum quam dolor.,1394,2023,9,September,2023-09-05,Tuesday
242,C012,21,1,2023-08-23,10:24:46,31-08-2023,16:02:32,Amroha,Raksha Bandhan,Onkar Mangat,Bilaspur,919921125624,oorjabassi@wali.com,Male,"H.No. 460, Sankar Ganj
Tadipatri 227246",Quia Gift,Colors,1561,Raksha Bandhan,Autem necessitatibus perferendis consequatur suscipit iste harum sint.,1561,2023,8,August,2023-08-23,Wednesday
243,C043,3,1,2023-02-05,20:50:37,10-02-2023,12:30:54,Siwan,Valentine's Day,Yasmin Sheth,Vellore,2544865070,aliavasa@chakraborty-koshy.com,Female,"80
Vala Ganj, Dindigul-437862",Eius Gift,Colors,1534,Valentine's Day,Deserunt pariatur mollitia voluptatem.,1534,2023,2,February,2023-02-05,Sunday
244,C041,65,3,2023-03-20,15:06:01,30-03-2023,07:06:40,Guntakal,All Occasions,Rati Dhingra,Karaikudi,625408216,nirvisekhon@yahoo.com,Male,"71/531
Kibe Circle, Indore-971559",Error Gift,Raksha Bandhan,1895,All Occasions,Ratione alias nam dignissimos ullam.,5685,2023,3,March,2023-03-20,Monday
245,C020,50,3,2023-03-05,06:25:26,11-03-2023,09:30:30,Noida,Holi,Samaira Ganesh,Machilipatnam,1731643700,golesana@varty-gill.com,Male,"12, Khosla Chowk
Gopalpur-059682",Eligendi Set,Plants,422,Holi,Consectetur illum pariatur totam fugit eum eaque.,1266,2023,3,March,2023-03-05,Sunday
246,C017,69,5,2023-02-28,23:24:33,08-03-2023,00:38:49,Agra,Holi,Advika Dhar,Gangtok,912738556486,pmaster@deol.com,Male,"80/81, Varghese Chowk, Bidhannagar-928710",Id Box,Cake,998,Holi,Earum odio vitae mollitia autem.,4990,2023,2,February,2023-02-28,Tuesday
247,C052,23,4,2023-10-11,05:58:48,16-10-2023,02:58:46,Gudivada,Anniversary,Vardaniya Apte,Dhanbad,5846932069,ysoman@thaman.com,Male,"H.No. 78, Tara Nagar
Narasaraopet-260778",Dignissimos Pack,Sweets,1098,Anniversary,Sunt laborum incidunt ad asperiores itaque minus placeat.,4392,2023,10,October,2023-10-11,Wednesday
248,C044,19,5,2023-02-08,08:43:41,10-02-2023,04:15:01,Alwar,Valentine's Day,Seher Mann,Agra,9843970658,vardaniyakaran@krishnamurthy.com,Male,"H.No. 146, Ram Chowk
Meerut-776118",Iure Gift,Mugs,1234,Valentine's Day,Autem quaerat tempore quasi ipsam.,6170,2023,2,February,2023-02-08,Wednesday
249,C003,14,2,2023-09-10,22:22:16,19-09-2023,23:17:36,Bareilly,Birthday,Jayesh Lanka,Bilaspur,7400208126,kavyabarad@hotmail.com,Male,"H.No. 53, Krishna Ganj, Dhule-346480",Deserunt Box,Colors,1915,Birthday,Incidunt hic vero esse saepe illum.,3830,2023,9,September,2023-09-10,Sunday
250,C086,37,5,2023-11-08,15:07:27,09-11-2023,01:32:06,Korba,Diwali,Ivana Amble,Purnia,9628920018,sundarampari@garg-khurana.biz,Female,"54/216, Tak Ganj
Mangalore 180959",Officiis Pack,Colors,1428,Diwali,Error facere quae cupiditate provident.,7140,2023,11,November,2023-11-08,Wednesday
251,C051,7,4,2023-02-28,00:31:48,02-03-2023,00:19:44,Khora,Holi,Aradhya Batta,Kota,911200621501,diyakapadia@gmail.com,Female,"25
Vaidya Street, Deoghar-807286",Quos Set,Soft Toys,409,Holi,Sint accusamus veritatis exercitationem corporis.,1636,2023,2,February,2023-02-28,Tuesday
252,C040,69,2,2023-02-26,05:41:28,28-02-2023,08:11:16,Nandyal,Holi,Hazel Mangat,Pallavaram,918810621361,aarnakrishna@chokshi.org,Female,"H.No. 07
Lad Ganj, Jaipur-750706",Id Box,Cake,998,Holi,Earum odio vitae mollitia autem.,1996,2023,2,February,2023-02-26,Sunday
253,C010,68,2,2023-02-12,14:24:46,14-02-2023,05:39:27,Bangalore,Valentine's Day,Darshit Dave,Kanpur,1608833065,fateh26@hotmail.com,Male,"H.No. 21
Singhal Path
Hindupur 170985",Quas Gift,Soft Toys,597,Valentine's Day,Enim non fugit reprehenderit minima.,1194,2023,2,February,2023-02-12,Sunday
254,C093,1,5,2023-07-07,00:09:44,15-07-2023,05:27:49,Bhilai,All Occasions,Mamooty Bawa,Tumkur,912783169130,veer55@chaudhari.net,Male,"499
Apte Street
Gorakhpur 610533",Magnam Set,Soft Toys,1935,All Occasions,Quam numquam iste sunt nemo.,9675,2023,7,July,2023-07-07,Friday
255,C092,45,2,2023-12-27,03:42:35,06-01-2024,09:23:14,Suryapet,Birthday,Zoya Mani,Dibrugarh,918918356963,obose@gmail.com,Male,"H.No. 319
Mandal Ganj, Vijayawada-709890",Iusto Set,Raksha Bandhan,722,Birthday,Adipisci quo laboriosam.,1444,2023,12,December,2023-12-27,Wednesday
256,C065,4,5,2023-11-06,19:13:49,14-11-2023,18:05:55,Suryapet,Diwali,Badal Vora,North Dumdum,9753056313,kbobal@hotmail.com,Male,"413
Ram Circle, Dhanbad-458174",Accusantium Set,Sweets,1199,Diwali,Corporis odio consequatur perferendis repellendus laudantium deserunt.,5995,2023,11,November,2023-11-06,Monday
257,C077,21,3,2023-08-22,15:42:59,24-08-2023,22:39:39,Chinsurah,Raksha Bandhan,Gokul Ahluwalia,Panchkula,910413737551,khalsatarini@bora.com,Female,"645, Grewal Street, Bardhaman-621911",Quia Gift,Colors,1561,Raksha Bandhan,Autem necessitatibus perferendis consequatur suscipit iste harum sint.,4683,2023,8,August,2023-08-22,Tuesday
258,C044,46,5,2023-04-16,05:40:39,20-04-2023,20:05:32,Vijayawada,Anniversary,Seher Mann,Agra,9843970658,vardaniyakaran@krishnamurthy.com,Male,"H.No. 146, Ram Chowk
Meerut-776118",Pariatur Set,Cake,758,Anniversary,In nesciunt maxime nobis officiis dicta.,3790,2023,4,April,2023-04-16,Sunday
259,C001,62,1,2023-03-05,15:21:54,10-03-2023,00:04:01,Sirsa,Holi,Tara Krishnan,Panchkula,917193971454,mandrati@chad.org,Female,"65/04
Dhawan Marg, Rajpur Sonarpur 590551",Sed Set,Colors,1356,Holi,Sequi et dolore et consectetur odit deleniti.,1356,2023,3,March,2023-03-05,Sunday
260,C100,69,5,2023-03-06,13:06:11,16-03-2023,22:22:30,Satara,Holi,Pranay Chaudhary,Phagwara,919478540370,prisha77@loke.org,Female,"H.No. 58
Sem Street, Amravati 316691",Id Box,Cake,998,Holi,Earum odio vitae mollitia autem.,4990,2023,3,March,2023-03-06,Monday
261,C041,37,3,2023-11-06,14:03:50,12-11-2023,20:17:47,Malegaon,Diwali,Rati Dhingra,Karaikudi,625408216,nirvisekhon@yahoo.com,Male,"71/531
Kibe Circle, Indore-971559",Officiis Pack,Colors,1428,Diwali,Error facere quae cupiditate provident.,4284,2023,11,November,2023-11-06,Monday
262,C038,49,3,2023-02-07,08:05:16,11-02-2023,01:06:57,Tirunelveli,Valentine's Day,Yakshit Shah,Aizawl,2847411902,kthaker@gmail.com,Female,"H.No. 77
Kalita Circle, Muzaffarnagar-768793",Voluptate Pack,Colors,903,Valentine's Day,Saepe ratione ab inventore dignissimos.,2709,2023,2,February,2023-02-07,Tuesday
263,C081,57,4,2023-03-12,09:35:10,13-03-2023,15:22:01,Chittoor,Birthday,Kaira Ramachandran,Ratlam,4987395025,baradnirvi@yahoo.com,Male,"H.No. 717
Warrior Circle
Etawah-124622",Voluptatem Box,Colors,1582,Birthday,Similique dolor saepe molestiae.,6328,2023,3,March,2023-03-12,Sunday
264,C010,52,3,2023-02-09,05:35:19,18-02-2023,15:43:46,Asansol,Valentine's Day,Darshit Dave,Kanpur,1608833065,fateh26@hotmail.com,Male,"H.No. 21
Singhal Path
Hindupur 170985",Dolorum Box,Raksha Bandhan,236,Valentine's Day,Amet accusamus natus magni non recusandae.,708,2023,2,February,2023-02-09,Thursday
265,C060,58,1,2023-02-10,21:17:18,18-02-2023,06:28:33,Gudivada,Valentine's Day,Riya Wagle,Satara,214103009,veercheema@khosla.com,Male,"H.No. 775
Sha Circle
Mumbai 290110",Sed Pack,Cake,1492,Valentine's Day,Reiciendis nam omnis vel explicabo amet perferendis.,1492,2023,2,February,2023-02-10,Friday
266,C038,36,1,2023-05-12,13:46:56,13-05-2023,19:20:09,Sonipat,Birthday,Yakshit Shah,Aizawl,2847411902,kthaker@gmail.com,Female,"H.No. 77
Kalita Circle, Muzaffarnagar-768793",Cum Gift,Plants,203,Birthday,Magni maiores ullam fugiat.,203,2023,5,May,2023-05-12,Friday
267,C055,35,3,2023-03-04,13:38:57,12-03-2023,03:52:00,Chandrapur,Holi,Umang Luthra,Imphal,2007986762,manikya74@bava.com,Male,"H.No. 728, Datta Chowk
Kumbakonam-380227",Nam Gift,Colors,1865,Holi,Ab possimus tempore maiores nesciunt enim placeat excepturi.,5595,2023,3,March,2023-03-04,Saturday
268,C053,38,1,2023-08-14,07:45:59,23-08-2023,16:53:30,Katni,Birthday,Kismat Kapadia,Bharatpur,918068004996,aniruddhbhatia@apte-ramaswamy.net,Female,"592, Sachar Circle
Thoothukudi 513426",Mollitia Set,Cake,562,Birthday,Eaque deserunt possimus alias sint odit facere.,562,2023,8,August,2023-08-14,Monday
269,C024,36,1,2023-10-25,01:12:12,26-10-2023,17:58:13,Raebareli,Birthday,Jhanvi Chowdhury,Kavali,910316756360,magarvardaniya@biswas.com,Female,"827, Shere Nagar, Mangalore 084058",Cum Gift,Plants,203,Birthday,Magni maiores ullam fugiat.,203,2023,10,October,2023-10-25,Wednesday
270,C084,21,5,2023-08-22,20:21:29,01-09-2023,16:03:59,Avadi,Raksha Bandhan,Anahita Shankar,Tiruchirappalli,912205603376,jchada@hotmail.com,Male,"537
Bahl Nagar
Tinsukia 000008",Quia Gift,Colors,1561,Raksha Bandhan,Autem necessitatibus perferendis consequatur suscipit iste harum sint.,7805,2023,8,August,2023-08-22,Tuesday
271,C039,36,5,2023-06-23,18:27:42,30-06-2023,18:20:05,Patna,Birthday,Kaira Bahl,Kamarhati,918804850295,keerzara@deshpande-sandhu.net,Male,"318
Chokshi Road, Miryalaguda-997025",Cum Gift,Plants,203,Birthday,Magni maiores ullam fugiat.,1015,2023,6,June,2023-06-23,Friday
272,C016,12,1,2023-04-08,09:40:05,18-04-2023,20:13:56,Kumbakonam,Anniversary,Amani Ganesh,Tenali,8482992702,sumerkaur@yahoo.com,Male,"667
Som Marg
Rajkot 238865",Non Set,Plants,672,Anniversary,Fugiat id similique minima corrupti ut sint sapiente.,672,2023,4,April,2023-04-08,Saturday
273,C047,10,2,2023-11-22,16:12:35,24-11-2023,01:52:48,Moradabad,Birthday,Bhamini Ravi,Jorhat,910798274175,ramachandranraghav@uppal-bhandari.com,Male,"56, Tak Street, Giridih 114150",Accusantium Gift,Cake,259,Birthday,Minima nobis repellendus distinctio a veritatis voluptate eaque.,518,2023,11,November,2023-11-22,Wednesday
274,C078,41,5,2023-11-02,06:37:51,12-11-2023,20:53:36,Raebareli,Diwali,Jivika Rajan,Bhubaneswar,3005266310,hunar08@hotmail.com,Female,"67
Cheema
Bardhaman 968232",Aut Box,Sweets,1977,Diwali,Ab quisquam nobis ducimus.,9885,2023,11,November,2023-11-02,Thursday
275,C028,29,1,2023-03-02,04:13:47,05-03-2023,01:17:39,Ranchi,Holi,Hridaan Rajagopalan,Noida,2539728317,indrans49@thaman-chopra.net,Female,"01, Kapur Road, Agra-329913",In Set,Colors,1252,Holi,Occaecati impedit incidunt qui.,1252,2023,3,March,2023-03-02,Thursday
276,C065,15,2,2023-05-28,01:34:06,01-06-2023,07:05:33,Muzaffarpur,Anniversary,Badal Vora,North Dumdum,9753056313,kbobal@hotmail.com,Male,"413
Ram Circle, Dhanbad-458174",Repudiandae Box,Raksha Bandhan,1488,Anniversary,Consequuntur placeat quia voluptate esse consectetur accusamus nemo.,2976,2023,5,May,2023-05-28,Sunday
277,C062,34,5,2023-08-23,19:16:40,29-08-2023,15:50:18,Bhilai,Raksha Bandhan,Inaaya  Sarraf,Nagpur,915915082470,kotharilakshay@cherian.com,Male,"78/08
Dyal Ganj
Satara-877913",Placeat Pack,Soft Toys,1335,Raksha Bandhan,Illo in quas at rem.,6675,2023,8,August,2023-08-23,Wednesday
278,C044,1,2,2023-06-20,23:33:52,24-06-2023,05:42:44,Ballia,All Occasions,Seher Mann,Agra,9843970658,vardaniyakaran@krishnamurthy.com,Male,"H.No. 146, Ram Chowk
Meerut-776118",Magnam Set,Soft Toys,1935,All Occasions,Quam numquam iste sunt nemo.,3870,2023,6,June,2023-06-20,Tuesday
279,C067,23,4,2023-11-24,09:14:46,26-11-2023,17:51:23,Chinsurah,Anniversary,Eva Sankaran,Anand,407409251,zdhar@gmail.com,Male,"538
Doctor Street, Machilipatnam 092427",Dignissimos Pack,Sweets,1098,Anniversary,Sunt laborum incidunt ad asperiores itaque minus placeat.,4392,2023,11,November,2023-11-24,Friday
280,C003,19,3,2023-02-07,17:44:47,12-02-2023,16:31:05,Mangalore,Valentine's Day,Jayesh Lanka,Bilaspur,7400208126,kavyabarad@hotmail.com,Male,"H.No. 53, Krishna Ganj, Dhule-346480",Iure Gift,Mugs,1234,Valentine's Day,Autem quaerat tempore quasi ipsam.,3702,2023,2,February,2023-02-07,Tuesday
281,C008,15,3,2023-09-21,20:36:47,25-09-2023,10:27:14,Nellore,Anniversary,Veer Ray,Chinsurah,7138085704,uthkarshjohal@yahoo.com,Female,"H.No. 589, Gala Circle, Nandyal-774484",Repudiandae Box,Raksha Bandhan,1488,Anniversary,Consequuntur placeat quia voluptate esse consectetur accusamus nemo.,4464,2023,9,September,2023-09-21,Thursday
282,C092,41,2,2023-11-11,10:20:49,19-11-2023,22:11:40,Mangalore,Diwali,Zoya Mani,Dibrugarh,918918356963,obose@gmail.com,Male,"H.No. 319
Mandal Ganj, Vijayawada-709890",Aut Box,Sweets,1977,Diwali,Ab quisquam nobis ducimus.,3954,2023,11,November,2023-11-11,Saturday
283,C086,23,2,2023-11-23,02:51:34,30-11-2023,18:21:40,Erode,Anniversary,Ivana Amble,Purnia,9628920018,sundarampari@garg-khurana.biz,Female,"54/216, Tak Ganj
Mangalore 180959",Dignissimos Pack,Sweets,1098,Anniversary,Sunt laborum incidunt ad asperiores itaque minus placeat.,2196,2023,11,November,2023-11-23,Thursday
284,C057,17,1,2023-08-10,16:13:04,16-08-2023,11:21:57,Aurangabad,Anniversary,Zain Hegde,Delhi,8736997123,faiyazsagar@thakur-chakrabarti.com,Female,"63/17
Bal Circle
Dehradun 365978",Delectus Gift,Soft Toys,1899,Anniversary,Architecto beatae ullam ad sed dolorem voluptates est.,1899,2023,8,August,2023-08-10,Thursday
285,C082,7,5,2023-02-26,17:26:44,01-03-2023,12:52:20,Tirunelveli,Holi,Anya Chaudhari,Ahmednagar,813770782,subramanianojas@gmail.com,Female,"64/161, Kaur Ganj, Kadapa 257529",Quos Set,Soft Toys,409,Holi,Sint accusamus veritatis exercitationem corporis.,2045,2023,2,February,2023-02-26,Sunday
286,C098,50,3,2023-03-06,20:05:40,12-03-2023,02:41:27,Mango,Holi,Navya Golla,Cuttack,914461213936,tellamadhup@bhatt-bhasin.info,Male,"910
Rastogi Circle, Tiruppur 102771",Eligendi Set,Plants,422,Holi,Consectetur illum pariatur totam fugit eum eaque.,1266,2023,3,March,2023-03-06,Monday
287,C011,7,5,2023-03-03,04:54:04,06-03-2023,15:39:57,Muzaffarnagar,Holi,Lagan Kapoor,Orai,916173563562,rsidhu@gmail.com,Female,"53/710, Tailor Ganj, Gorakhpur-030540",Quos Set,Soft Toys,409,Holi,Sint accusamus veritatis exercitationem corporis.,2045,2023,3,March,2023-03-03,Friday
288,C035,34,2,2023-08-21,15:58:58,23-08-2023,20:42:36,Ballia,Raksha Bandhan,Ira Sarna,Vellore,916899648374,zben@cherian.org,Male,"63, Baria Circle
Siliguri 399443",Placeat Pack,Soft Toys,1335,Raksha Bandhan,Illo in quas at rem.,2670,2023,8,August,2023-08-21,Monday
289,C018,30,4,2023-08-29,23:40:01,06-09-2023,02:50:06,Imphal,Anniversary,Eva Vaidya,Nizamabad,919080029661,drishya20@kapadia.com,Male,"34/29
Manne Circle, Ahmedabad 929297",Recusandae Pack,Colors,751,Anniversary,Maxime exercitationem repellat veritatis a dolorem.,3004,2023,8,August,2023-08-29,Tuesday
290,C079,69,3,2023-03-06,10:27:18,10-03-2023,14:33:34,Alwar,Holi,Vedika Sankaran,Bhilai,7606054646,advikakrishnan@hotmail.com,Female,"89
Srivastava Circle
Solapur 947664",Id Box,Cake,998,Holi,Earum odio vitae mollitia autem.,2994,2023,3,March,2023-03-06,Monday
291,C072,49,2,2023-02-10,00:12:40,11-02-2023,22:52:51,Nadiad,Valentine's Day,Charvi Karnik,Hyderabad,7573085232,mishti69@cheema.info,Male,"99/790
Subramanian Chowk, Bhagalpur 125926",Voluptate Pack,Colors,903,Valentine's Day,Saepe ratione ab inventore dignissimos.,1806,2023,2,February,2023-02-10,Friday
292,C053,54,1,2023-09-27,22:43:35,03-10-2023,01:44:47,Howrah,Anniversary,Kismat Kapadia,Bharatpur,918068004996,aniruddhbhatia@apte-ramaswamy.net,Female,"592, Sachar Circle
Thoothukudi 513426",Occaecati Gift,Cake,1236,Anniversary,Ducimus possimus saepe totam impedit amet reprehenderit.,1236,2023,9,September,2023-09-27,Wednesday
293,C003,1,4,2023-09-04,04:03:47,09-09-2023,18:10:36,Tezpur,All Occasions,Jayesh Lanka,Bilaspur,7400208126,kavyabarad@hotmail.com,Male,"H.No. 53, Krishna Ganj, Dhule-346480",Magnam Set,Soft Toys,1935,All Occasions,Quam numquam iste sunt nemo.,7740,2023,9,September,2023-09-04,Monday
294,C047,26,5,2023-03-01,21:04:18,03-03-2023,19:44:54,Nagpur,Holi,Bhamini Ravi,Jorhat,910798274175,ramachandranraghav@uppal-bhandari.com,Male,"56, Tak Street, Giridih 114150",Aliquam Box,Colors,289,Holi,Sunt repellendus quidem laborum provident voluptas ut nisi.,1445,2023,3,March,2023-03-01,Wednesday
295,C079,18,1,2023-05-29,15:54:09,02-06-2023,10:06:42,Tadepalligudem,Birthday,Vedika Sankaran,Bhilai,7606054646,advikakrishnan@hotmail.com,Female,"89
Srivastava Circle
Solapur 947664",Nemo Set,Plants,781,Birthday,Perspiciatis nemo dolorem perspiciatis aspernatur.,781,2023,5,May,2023-05-29,Monday
296,C081,70,5,2023-04-01,11:55:14,11-04-2023,19:33:46,Tirunelveli,Birthday,Kaira Ramachandran,Ratlam,4987395025,baradnirvi@yahoo.com,Male,"H.No. 717
Warrior Circle
Etawah-124622",Error Gift,Sweets,866,Birthday,Debitis provident illo aliquam debitis.,4330,2023,4,April,2023-04-01,Saturday
297,C047,13,3,2023-02-28,20:15:29,05-03-2023,20:52:27,Phagwara,Holi,Bhamini Ravi,Jorhat,910798274175,ramachandranraghav@uppal-bhandari.com,Male,"56, Tak Street, Giridih 114150",Et Set,Mugs,1141,Holi,Eius praesentium ipsum autem.,3423,2023,2,February,2023-02-28,Tuesday
298,C057,3,1,2023-02-11,23:06:29,12-02-2023,02:17:43,Bahraich,Valentine's Day,Zain Hegde,Delhi,8736997123,faiyazsagar@thakur-chakrabarti.com,Female,"63/17
Bal Circle
Dehradun 365978",Eius Gift,Colors,1534,Valentine's Day,Deserunt pariatur mollitia voluptatem.,1534,2023,2,February,2023-02-11,Saturday
299,C091,8,5,2023-11-08,11:51:21,17-11-2023,13:17:51,Vellore,Anniversary,Adira Rajan,New Delhi,915525478357,indrans79@gmail.com,Female,"H.No. 85
Bora Road
Rajpur Sonarpur-156686",Qui Box,Sweets,252,Anniversary,Praesentium necessitatibus quos esse neque.,1260,2023,11,November,2023-11-08,Wednesday
300,C032,22,1,2023-08-29,19:20:05,08-09-2023,18:25:16,Tinsukia,All Occasions,Mannat Anand,Surat,1611365500,advika02@gmail.com,Male,"81/76, Khanna Nagar, Vasai-Virar-913106",Exercitationem Pack,Soft Toys,1639,All Occasions,Iusto cum nostrum quasi dicta totam error.,1639,2023,8,August,2023-08-29,Tuesday
301,C070,6,3,2023-02-27,06:24:22,04-03-2023,16:52:16,Kota,Holi,Emir Gokhale,Bhatpara,3859920805,emirlala@sethi-kari.com,Male,"49/10
Sengupta Marg, Madhyamgram 629284",Quos Box,Cake,1112,Holi,Eum deleniti adipisci vero neque.,3336,2023,2,February,2023-02-27,Monday
302,C071,25,4,2023-10-24,13:53:05,25-10-2023,17:13:25,Dhanbad,Anniversary,Purab Sheth,Tiruppur,8410472405,suhana89@yahoo.com,Male,"H.No. 12
Dua Zila, Thrissur 303124",Qui Gift,Plants,1202,Anniversary,Maxime culpa earum blanditiis.,4808,2023,10,October,2023-10-24,Tuesday
303,C051,14,1,2023-11-20,06:42:57,29-11-2023,07:08:02,Narasaraopet,Birthday,Aradhya Batta,Kota,911200621501,diyakapadia@gmail.com,Female,"25
Vaidya Street, Deoghar-807286",Deserunt Box,Colors,1915,Birthday,Incidunt hic vero esse saepe illum.,1915,2023,11,November,2023-11-20,Monday
304,C088,67,3,2023-03-12,09:24:28,19-03-2023,23:09:37,Tiruchirappalli,Anniversary,Shalv Kulkarni,Khora,919113488461,uthkarsh12@yahoo.com,Female,"H.No. 82, Kala Road, Moradabad-953360",Maiores Box,Raksha Bandhan,1374,Anniversary,Earum quos enim minima.,4122,2023,3,March,2023-03-12,Sunday
305,C003,26,1,2023-03-02,00:10:44,10-03-2023,14:01:05,Lucknow,Holi,Jayesh Lanka,Bilaspur,7400208126,kavyabarad@hotmail.com,Male,"H.No. 53, Krishna Ganj, Dhule-346480",Aliquam Box,Colors,289,Holi,Sunt repellendus quidem laborum provident voluptas ut nisi.,289,2023,3,March,2023-03-02,Thursday
306,C085,49,4,2023-02-04,11:35:51,12-02-2023,06:38:00,Bellary,Valentine's Day,Bhamini Johal,Raipur,913129106402,prisha85@gaba.com,Male,"53/88, Soni Chowk
Etawah-422592",Voluptate Pack,Colors,903,Valentine's Day,Saepe ratione ab inventore dignissimos.,3612,2023,2,February,2023-02-04,Saturday
307,C042,3,1,2023-02-04,21:37:54,08-02-2023,11:28:10,Durgapur,Valentine's Day,Eshani Sharma,Ajmer,916843169694,waliavaibhav@yahoo.com,Male,"85/523
Raval Path, Bhind-188340",Eius Gift,Colors,1534,Valentine's Day,Deserunt pariatur mollitia voluptatem.,1534,2023,2,February,2023-02-04,Saturday
308,C005,57,1,2023-03-09,07:54:11,12-03-2023,12:11:24,Haldia,Birthday,Hiran Kaul,Kottayam,2207644242,hanshkapur@buch.biz,Male,"34/168
Sachar Street
Bhatpara 002691",Voluptatem Box,Colors,1582,Birthday,Similique dolor saepe molestiae.,1582,2023,3,March,2023-03-09,Thursday
309,C071,60,4,2023-11-10,06:38:43,13-11-2023,05:14:33,Mangalore,Diwali,Purab Sheth,Tiruppur,8410472405,suhana89@yahoo.com,Male,"H.No. 12
Dua Zila, Thrissur 303124",Ea Set,Sweets,827,Diwali,Ex omnis sit quibusdam.,3308,2023,11,November,2023-11-10,Friday
310,C061,38,3,2023-08-20,12:24:22,24-08-2023,15:42:48,Bhalswa Jahangir Pur,Birthday,Akarsh Ramesh,Kavali,4318554567,tsaini@johal-char.com,Female,"078, Ghose Nagar, Bikaner 211920",Mollitia Set,Cake,562,Birthday,Eaque deserunt possimus alias sint odit facere.,1686,2023,8,August,2023-08-20,Sunday
311,C051,39,2,2023-09-02,09:26:47,12-09-2023,17:51:43,Mehsana,All Occasions,Aradhya Batta,Kota,911200621501,diyakapadia@gmail.com,Female,"25
Vaidya Street, Deoghar-807286",Voluptate Set,Mugs,387,All Occasions,Voluptates nostrum ratione sint odit dolore consectetur.,774,2023,9,September,2023-09-02,Saturday
312,C044,9,1,2023-08-22,18:27:36,27-08-2023,06:01:14,Akola,Raksha Bandhan,Seher Mann,Agra,9843970658,vardaniyakaran@krishnamurthy.com,Male,"H.No. 146, Ram Chowk
Meerut-776118",Aperiam Box,Colors,1605,Raksha Bandhan,Explicabo totam quaerat a quaerat ducimus officia.,1605,2023,8,August,2023-08-22,Tuesday
313,C056,30,2,2023-07-22,19:24:29,26-07-2023,06:06:13,Thane,Anniversary,Pihu Choudhury,Haridwar,9732644810,dhanuksastry@yahoo.com,Male,"H.No. 029, Grover
Kadapa-492513",Recusandae Pack,Colors,751,Anniversary,Maxime exercitationem repellat veritatis a dolorem.,1502,2023,7,July,2023-07-22,Saturday
